Date,FDN,ICLN,IGV,SOXX,XBI,XLF
2010-09-30,0.14623001858881457,0.11204104112797753,0.09803102431029265,0.14913787891974173,0.13193519738876103,0.05825937918777924
2010-10-31,0.0860464190645509,-0.01795021291698984,0.058619154265619366,0.06911820728995122,0.002863390462408466,0.016913398750533215
2010-11-30,0.018354418541578488,-0.12323107167460368,0.0034610613372556553,0.04883354697235376,-0.004366822682577154,-0.006868025713570147
2010-12-31,0.030940100356013467,0.06523193991746079,0.060446394642358126,0.04995291286480108,0.064102656595316,0.103043145971494
2011-01-31,0.006373659460408021,0.05075132077078304,0.007189521156647505,0.06804318422582223,-0.020133551342519262,0.03194139730257817
2011-02-28,0.029275216332195653,0.041843540810478475,0.03891888849839442,0.04353665576949384,0.012295977973313832,0.02743921349708467
2011-03-31,0.023937010751902132,0.09720635662397603,0.014232015283262012,-0.04816358902777218,0.06712478239249875,-0.02729999272976924
2011-04-30,0.03685365632166837,-0.02546451005470418,0.03967748198217835,0.03014960444610515,0.10513730235447905,0.0020057557621484534
2011-05-31,-0.02068972709693373,-0.07348942497550304,0.0069809372722493546,-0.02040211054556007,0.019649753735107467,-0.03296744281961428
2011-06-30,-0.01841806541557378,-0.04817875233471114,-0.024033305507090708,-0.06785289092964153,-0.02830904182054861,-0.030934330674479482
2011-07-31,-0.02120672916443489,-0.08430903709083104,-0.06724536492183675,-0.05270877357000914,-0.026809103663952838,-0.03236766274588754
2011-08-31,-0.08544842924581653,-0.09884106576034712,-0.07124730297701454,-0.07871193359974149,-0.11243807992156507,-0.0959460908807871
2011-09-30,-0.09559045196861249,-0.29878953721983514,-0.04938019281219186,-0.05006174553682352,-0.057640571124247364,-0.11733914833258374
2011-10-31,0.14183428843981583,0.057173284252060474,0.1504694707683898,0.14406766370471003,0.11090534065496427,0.14753974073743747
2011-11-30,-0.03463720061074271,-0.047959178155843385,-0.03682135626548577,-0.035687288427264874,-0.012857143370562985,-0.05111107017431338
2011-12-31,-0.0009279743424891462,-0.08467294557204508,-0.06382956120692973,-0.022363282612262503,0.017468320465404474,0.014832398214359888
2012-01-31,0.04432009290725647,0.11663871066983478,0.0939450281188634,0.12587928929562286,0.15376521670832632,0.08846561563829325
2012-02-29,0.04655989436501806,0.02909470575515316,0.06488688855222913,0.03909215365772489,0.003263331440468198,0.04978672086503311
2012-03-31,0.051289246575149994,-0.047120338222738645,0.045223665538526525,0.030686544348724087,0.046838456541891116,0.07046065755605357
2012-04-30,-0.007816633767043557,-0.06263746004445736,-0.014572879120502202,-0.05450467786860724,0.010936814128272854,-0.02029964048818078
2012-05-31,-0.06981797334810713,-0.17350510636436733,-0.08310258591952269,-0.10497195554080707,-0.011064443822105696,-0.09202858312692863
2012-06-30,0.03066586406509675,0.024113098333699234,0.04439263884881117,0.04181534638367701,0.09982587955561617,0.0449680943568318
2012-07-31,-0.005950668150316196,-0.10765999524544845,-0.04279147401984873,-0.0002017166109155033,0.015937785828025852,0.006180996973323305
2012-08-31,0.046465141628784234,0.06497647031736187,0.059912536274697725,0.03372262180170549,-0.015020346813108043,0.03410668674670814
2012-09-30,0.03323348545707683,0.01934525825441913,0.01143209050103855,-0.038369112206358635,0.055122854934869236,0.028363546491890768
2012-10-31,-0.04271022723044127,-0.04963503822386117,-0.05102639806477538,-0.034079325216228584,-0.10266563524683336,0.02412236597197248
2012-11-30,0.049297632418895176,0.021505332058429527,0.019691892729995386,0.020845739252523643,0.060247731867018484,-0.008804574963188316
2012-12-31,0.022834718672573473,0.07819538466471898,0.022882315066692582,0.02179444092729521,-0.010802078525876113,0.03997420180252709
2013-01-31,0.08929944658014399,0.03877950557839238,0.05979529706133824,0.08030859044363314,0.08406758698965788,0.06704818038075788
2013-02-28,0.0032979832068851245,-0.004098137637884802,0.004795472024504699,0.036415109991201344,-0.011988547847205266,0.012082763374729355
2013-03-31,0.012913811577601741,0.009602146471927586,0.035197578629243775,0.019806853505834,0.06311845109820036,0.035246986105435196
2013-04-30,0.004636086364605774,0.15489134122767023,-0.01694816223611839,0.021038131592548748,0.05983537004356676,0.030371236809904056
2013-05-31,0.05722195508779304,0.058823368257115094,0.01921098228179341,0.05692970976216327,0.04961707560720163,0.06096241976250272
2013-06-30,-0.009166263023627996,-0.02888910829066349,-0.02187027510359385,-0.0025132174684723285,-0.06122814318867187,-0.01965734402462227
2013-07-31,0.0845814983155675,0.07886462625515156,0.07923535630334655,0.024963160713180388,0.17622266729639713,0.05771655092564165
2013-08-31,0.006904958184365206,-0.04399131728938255,0.0010911604329415514,-0.03940301526215162,-0.02700525177800761,-0.05124417066498044
2013-09-30,0.08450985219779805,0.14927032680467245,0.039236960250210284,0.06793736074345835,0.08301171547277897,0.02417682264253318
2013-10-31,0.015436079771086852,0.03417979344103528,0.0017418533789370638,0.037974132144930506,-0.07812786378262504,0.03722374648510507
2013-11-30,0.03479856371753298,-0.0009441983791222963,0.031196800030113492,0.008711984631551983,0.09664650966142863,0.04423876918292735
2013-12-31,0.059469037351355114,-0.013232415261005492,0.04321862025839107,0.04663913981270085,-0.002222412071202773,0.01769141509330563
2014-01-31,0.0025058087145375385,0.003480047022581978,0.0008666780843153976,-0.007669684640566166,0.15403802449471238,-0.032066479754843
2014-02-28,0.07182138799934723,0.07922742171638264,0.0561643592902723,0.06715784174722961,0.08994085692441667,0.0303893500987773
2014-03-31,-0.08208953364969862,0.0026854856379983083,-0.03956566422631824,0.03830622182981136,-0.12973361940618566,0.029492870975990515
2014-04-30,-0.07046070092993584,-0.044643098527825664,-0.04628892178048849,-0.0159686079333059,-0.09462221717738828,-0.013366677624419787
2014-05-31,0.03553208318125178,0.04112200545388256,0.029496961225323526,0.044239765012513255,0.027732277924233273,0.015026743824822386
2014-06-30,0.04838993333442532,0.06463156478874033,0.05301827749997634,0.05791606114971315,0.16394548006921683,0.020188881194724617
2014-07-31,-0.010741913136567138,-0.04860457918700156,-0.012648727944293725,-0.0408290447862244,-0.04675774352507445,-0.010611481641474296
2014-08-31,0.05327457206493369,0.052725878043378804,0.04113602833812213,0.06413340058029982,0.10772906147834482,0.042391527946665564
2014-09-30,-0.01900773631397512,-0.07724953723425476,-0.020944389153602305,-0.012394739688523448,-0.03692491489854666,-0.00813360117680828
2014-10-31,0.0022988404949209063,-0.03863863527223865,0.04083102973047481,0.006223791829181424,0.10274677769900231,0.03316939257756468
2014-11-30,0.01818480658097754,-0.021052685379003733,0.03312572209506448,0.07217454764332021,0.04912801489303664,0.023490036216720744
2014-12-31,-0.013354815940094245,-0.05376317513598461,-0.0015062680321038524,-0.005886530606131424,0.03698306559472164,0.01352413343009351
