date,etf,alpha,sector
2012-04-30,XLF,0.0017624235002045461,XLF
2012-05-31,XLF,0.0031225752569716703,XLF
2012-06-30,XLF,0.002075323927896928,XLF
2012-07-31,XLF,-2.890059931814036e-05,XLF
2012-08-31,XLF,0.0004324356033846696,XLF
2012-09-30,XLF,-0.00032552560052290236,XLF
2012-10-31,XLF,-0.001877196351150955,XLF
2012-11-30,XLF,-0.0004867821168743408,XLF
2012-12-31,XLF,-0.0009690744474261121,XLF
2013-01-31,XLF,-0.001246521542365247,XLF
2013-02-28,XLF,-0.0015529675521819839,XLF
2013-03-31,XLF,1.5011325098848553e-05,XLF
2013-04-30,XLF,0.00010295412547942518,XLF
2013-05-31,XLF,0.00029910629284077284,XLF
2013-06-30,XLF,-0.00046955917695307506,XLF
2013-07-31,XLF,-0.0005735977255549515,XLF
2013-08-31,XLF,-0.0013691072018614569,XLF
2013-09-30,XLF,-0.0019848703144131185,XLF
2013-10-31,XLF,-0.00137925453366552,XLF
2013-11-30,XLF,-0.0008584105057949984,XLF
2013-12-31,XLF,0.0005003256949284252,XLF
2014-01-31,XLF,-9.564383217438438e-05,XLF
2014-02-28,XLF,-0.0010986970804361443,XLF
2014-03-31,XLF,-0.0014829362928755591,XLF
2014-04-30,XLF,-0.002749643172432579,XLF
2014-05-31,XLF,-0.003458801519124828,XLF
2014-06-30,XLF,-0.001956448527823974,XLF
2014-07-31,XLF,-0.0021382444386412085,XLF
2014-08-31,XLF,-0.0014158452047080216,XLF
2014-09-30,XLF,-0.0013858380095365217,XLF
2014-10-31,XLF,0.000594081183886294,XLF
2014-11-30,XLF,0.002095421656986128,XLF
2014-12-31,XLF,0.0036918433871852025,XLF
2003-08-31,IGV,0.010578098575163225,IGV
2003-09-30,IGV,0.012581320325028553,IGV
2003-10-31,IGV,0.01416005310189261,IGV
2003-11-30,IGV,0.01138837881332212,IGV
2003-12-31,IGV,0.009893738623447817,IGV
2004-01-31,IGV,0.007915072302390365,IGV
2004-02-29,IGV,0.005680252785985541,IGV
2004-03-31,IGV,0.00537693323663737,IGV
2004-04-30,IGV,0.006452627957161238,IGV
2004-05-31,IGV,0.003940411104746144,IGV
2004-06-30,IGV,0.0045745534378537935,IGV
2004-07-31,IGV,0.005597509485560482,IGV
2004-08-31,IGV,0.010324005782410859,IGV
2004-09-30,IGV,0.008476994762492052,IGV
2004-10-31,IGV,0.005878102059483116,IGV
2004-11-30,IGV,0.006051353390123843,IGV
2004-12-31,IGV,0.00436032685945914,IGV
2005-01-31,IGV,0.005275823980022747,IGV
2005-02-28,IGV,-0.0018899328584093744,IGV
2005-03-31,IGV,-0.003227245875122676,IGV
2005-04-30,IGV,0.0001587736486460727,IGV
2005-05-31,IGV,-0.0006967453603672052,IGV
2005-06-30,IGV,0.0007302013915164302,IGV
2005-07-31,IGV,0.0017022706184503513,IGV
2005-08-31,IGV,0.009896050194543739,IGV
2005-09-30,IGV,0.007228954135080084,IGV
2005-10-31,IGV,0.00851727532635457,IGV
2005-11-30,IGV,0.009816546394944047,IGV
2005-12-31,IGV,0.010395153408357588,IGV
2006-01-31,IGV,0.010168226018578514,IGV
2006-02-28,IGV,0.016050348075623673,IGV
2006-03-31,IGV,0.00464214163930316,IGV
2006-04-30,IGV,0.003312510435905849,IGV
2006-05-31,IGV,0.00034995704413273016,IGV
2006-06-30,IGV,-0.001948128674836032,IGV
2006-07-31,IGV,-0.001232398242522608,IGV
2006-08-31,IGV,-0.0032089822561718814,IGV
2006-09-30,IGV,-0.0003433683886225501,IGV
2006-10-31,IGV,-0.0005628417062421131,IGV
2006-11-30,IGV,-0.006180917886877202,IGV
2006-12-31,IGV,-0.005353365051079072,IGV
2007-01-31,IGV,-0.00312725652729361,IGV
2007-02-28,IGV,-0.0033830865846025114,IGV
2007-03-31,IGV,-0.0021120299865182764,IGV
2007-04-30,IGV,-0.002178629463122166,IGV
2007-05-31,IGV,-0.0006342816176814902,IGV
2007-06-30,IGV,-0.0011235293484525887,IGV
2007-07-31,IGV,-0.0015929988211461378,IGV
2007-08-31,IGV,-0.0026837032721992787,IGV
2007-09-30,IGV,-0.0027877632370089827,IGV
2007-10-31,IGV,-0.003776390475188557,IGV
2007-11-30,IGV,-0.005821866067006964,IGV
2007-12-31,IGV,-0.00303492551720864,IGV
2008-01-31,IGV,-0.0013900529293981215,IGV
2008-02-29,IGV,0.0003868688260310494,IGV
2008-03-31,IGV,0.0012683353415254115,IGV
2008-04-30,IGV,0.0026444791991466995,IGV
2008-05-31,IGV,0.0021619881413184653,IGV
2008-06-30,IGV,0.005072656078743667,IGV
2008-07-31,IGV,0.00569982481685751,IGV
2008-08-31,IGV,0.006869152916599079,IGV
2008-09-30,IGV,0.006050340973036035,IGV
2008-10-31,IGV,0.004515505649397279,IGV
2008-11-30,IGV,0.006698584819808457,IGV
2008-12-31,IGV,0.007119831733489531,IGV
2009-01-31,IGV,0.007943400196277326,IGV
2009-02-28,IGV,0.010261275940803588,IGV
2009-03-31,IGV,0.011507586697050758,IGV
2009-04-30,IGV,0.015771445628004737,IGV
2009-05-31,IGV,0.01578035429465174,IGV
2009-06-30,IGV,0.013239515781251347,IGV
2009-07-31,IGV,0.012639984550797314,IGV
2009-08-31,IGV,0.009896389681492476,IGV
2009-09-30,IGV,0.009979016821963893,IGV
2009-10-31,IGV,0.009777103214383725,IGV
2009-11-30,IGV,0.008664516461198854,IGV
2009-12-31,IGV,0.008233061351437898,IGV
2010-01-31,IGV,0.0067626963290892995,IGV
2010-02-28,IGV,0.004416871253954337,IGV
2010-03-31,IGV,0.005673595462383328,IGV
2010-04-30,IGV,0.005054217755563983,IGV
2010-05-31,IGV,0.0054464322175677635,IGV
2010-06-30,IGV,0.004225823851583527,IGV
2010-07-31,IGV,0.0027847012726000533,IGV
2010-08-31,IGV,0.002920559958081192,IGV
2010-09-30,IGV,0.005679982686626384,IGV
2010-10-31,IGV,0.004275327977964843,IGV
2010-11-30,IGV,0.0078036155169510565,IGV
2010-12-31,IGV,0.007729288004416308,IGV
2011-01-31,IGV,0.008777632333634666,IGV
2011-02-28,IGV,0.008564701111030115,IGV
2011-03-31,IGV,0.005063325614632575,IGV
2011-04-30,IGV,0.0016791341574042152,IGV
2011-05-31,IGV,0.0019885695227040362,IGV
2011-06-30,IGV,0.005754422521376047,IGV
2011-07-31,IGV,0.002856257884042558,IGV
2011-08-31,IGV,-0.0005438011267044716,IGV
2011-09-30,IGV,-0.0002124627431848939,IGV
2011-10-31,IGV,-2.2096810130139283e-05,IGV
2011-11-30,IGV,0.002559201011720441,IGV
2011-12-31,IGV,0.0035697638026614287,IGV
2012-01-31,IGV,0.002004324498363982,IGV
2012-02-29,IGV,0.006243198680777276,IGV
2012-03-31,IGV,0.0055082468662965055,IGV
2012-04-30,IGV,0.006002951051994925,IGV
2012-05-31,IGV,0.0038678617030468952,IGV
2012-06-30,IGV,0.003133300984283623,IGV
2012-07-31,IGV,0.0067377429635959215,IGV
2012-08-31,IGV,0.00969105063519897,IGV
2012-09-30,IGV,0.010896108398907823,IGV
2012-10-31,IGV,0.008877868860035215,IGV
2012-11-30,IGV,0.00854999337550844,IGV
2012-12-31,IGV,0.00910139688767508,IGV
2013-01-31,IGV,0.010972073785335053,IGV
2013-02-28,IGV,0.011146409685232589,IGV
2013-03-31,IGV,0.011078050235242833,IGV
2013-04-30,IGV,0.010604533688907323,IGV
2013-05-31,IGV,0.010700596167401651,IGV
2013-06-30,IGV,0.007564961151605565,IGV
2013-07-31,IGV,0.003700629790052623,IGV
2013-08-31,IGV,0.005653943821565572,IGV
2013-09-30,IGV,0.0028942567031717127,IGV
2013-10-31,IGV,-0.003032914840858196,IGV
2013-11-30,IGV,-0.003011944626578657,IGV
2013-12-31,IGV,-0.0028036279048780878,IGV
2014-01-31,IGV,-0.0018993072318480575,IGV
2014-02-28,IGV,-0.0034147355583450433,IGV
2014-03-31,IGV,-0.004151711541998164,IGV
2014-04-30,IGV,-0.003990862395417092,IGV
2014-05-31,IGV,-0.003693045106972166,IGV
2014-06-30,IGV,-0.0037685220595565488,IGV
2014-07-31,IGV,-0.004084186927503124,IGV
2014-08-31,IGV,-0.0008683804980036368,IGV
2014-09-30,IGV,-0.0008919087876043427,IGV
2014-10-31,IGV,-0.0005180826447154902,IGV
2014-11-30,IGV,0.0009145040647799521,IGV
2014-12-31,IGV,0.0001654341565515354,IGV
2003-08-31,SOXX,-0.0029032277349942456,SOXX
2003-09-30,SOXX,0.001411854916581582,SOXX
2003-10-31,SOXX,0.004179480912370706,SOXX
2003-11-30,SOXX,0.0030528950114389972,SOXX
2003-12-31,SOXX,0.002089942181851115,SOXX
2004-01-31,SOXX,-0.0030509083736206914,SOXX
2004-02-29,SOXX,-0.005796453258547114,SOXX
2004-03-31,SOXX,-0.004713459273242432,SOXX
2004-04-30,SOXX,-0.006888610387756521,SOXX
2004-05-31,SOXX,-0.007279476306367409,SOXX
2004-06-30,SOXX,-0.0027959622694385487,SOXX
2004-07-31,SOXX,-0.00397711311678947,SOXX
2004-08-31,SOXX,-0.0010682015878161755,SOXX
2004-09-30,SOXX,-0.0032265028796828795,SOXX
2004-10-31,SOXX,-0.002726200078964237,SOXX
2004-11-30,SOXX,-0.004901289345181529,SOXX
2004-12-31,SOXX,-0.0022274137548182428,SOXX
2005-01-31,SOXX,-0.0023419885699695686,SOXX
2005-02-28,SOXX,0.0059413861066900395,SOXX
2005-03-31,SOXX,-0.008214628947175026,SOXX
2005-04-30,SOXX,-0.009843906431141835,SOXX
2005-05-31,SOXX,-0.007150310215303454,SOXX
2005-06-30,SOXX,-0.0030894507717517533,SOXX
2005-07-31,SOXX,-0.0008291060304789297,SOXX
2005-08-31,SOXX,0.002718701532060162,SOXX
2005-09-30,SOXX,-0.0029762866891700976,SOXX
2005-10-31,SOXX,0.002350769099582633,SOXX
2005-11-30,SOXX,0.003118917388014005,SOXX
2005-12-31,SOXX,0.00044746462928112185,SOXX
2006-01-31,SOXX,-0.002935521829700402,SOXX
2006-02-28,SOXX,0.00539087904279154,SOXX
2006-03-31,SOXX,-0.0022221946170323578,SOXX
2006-04-30,SOXX,-0.0043509059116581365,SOXX
2006-05-31,SOXX,0.0011709790156949357,SOXX
2006-06-30,SOXX,-0.002415433595485711,SOXX
2006-07-31,SOXX,-0.0018701792970625027,SOXX
2006-08-31,SOXX,-0.0019222746658711827,SOXX
2006-09-30,SOXX,0.00317886657152165,SOXX
2006-10-31,SOXX,0.0019123674453510615,SOXX
2006-11-30,SOXX,-0.003702893013610979,SOXX
2006-12-31,SOXX,-0.007165916407236991,SOXX
2007-01-31,SOXX,-0.004630217908313444,SOXX
2007-02-28,SOXX,-0.008912520489205402,SOXX
2007-03-31,SOXX,-0.0023248132295401874,SOXX
2007-04-30,SOXX,-0.005949488035231733,SOXX
2007-05-31,SOXX,-0.006204706442130111,SOXX
2007-06-30,SOXX,-0.007699453964192152,SOXX
2007-07-31,SOXX,-0.001134538013092096,SOXX
2007-08-31,SOXX,-5.147197605688894e-05,SOXX
2007-09-30,SOXX,-0.002503624063895551,SOXX
2007-10-31,SOXX,-0.0037094495583864717,SOXX
2007-11-30,SOXX,-0.0034999801900817045,SOXX
2007-12-31,SOXX,-0.00728708187132098,SOXX
2008-01-31,SOXX,-0.0061867693518766935,SOXX
2008-02-29,SOXX,-0.011779282569287331,SOXX
2008-03-31,SOXX,-0.010067747038144306,SOXX
2008-04-30,SOXX,-0.009000963034752464,SOXX
2008-05-31,SOXX,-0.010879004784541879,SOXX
2008-06-30,SOXX,-0.009161616001447328,SOXX
2008-07-31,SOXX,-0.005974754635353733,SOXX
2008-08-31,SOXX,-0.0111552424846142,SOXX
2008-09-30,SOXX,-0.014227795597886544,SOXX
2008-10-31,SOXX,-0.01498558469987053,SOXX
2008-11-30,SOXX,-0.011291790151640068,SOXX
2008-12-31,SOXX,-0.011433753184479084,SOXX
2009-01-31,SOXX,-0.012615877286696449,SOXX
2009-02-28,SOXX,-0.01208855740373458,SOXX
2009-03-31,SOXX,-0.01324583065641503,SOXX
2009-04-30,SOXX,-0.005547407490364618,SOXX
2009-05-31,SOXX,-0.012345879082125274,SOXX
2009-06-30,SOXX,-0.011807983062385449,SOXX
2009-07-31,SOXX,-0.0162726748208488,SOXX
2009-08-31,SOXX,-0.002036694862896189,SOXX
2009-09-30,SOXX,0.0022212545400997494,SOXX
2009-10-31,SOXX,0.004330294124428729,SOXX
2009-11-30,SOXX,0.009431271232559858,SOXX
2009-12-31,SOXX,0.011118070204904143,SOXX
2010-01-31,SOXX,0.01204366725676852,SOXX
2010-02-28,SOXX,0.0053880693217784725,SOXX
2010-03-31,SOXX,0.006428466239841543,SOXX
2010-04-30,SOXX,0.005638394658860426,SOXX
2010-05-31,SOXX,0.003810266518329525,SOXX
2010-06-30,SOXX,0.003964268123621299,SOXX
2010-07-31,SOXX,0.0026373948471753606,SOXX
2010-08-31,SOXX,0.0061516596576584506,SOXX
2010-09-30,SOXX,0.003419100652279063,SOXX
2010-10-31,SOXX,0.005025707381124452,SOXX
2010-11-30,SOXX,0.0009460609730531947,SOXX
2010-12-31,SOXX,0.0026888849518988413,SOXX
2011-01-31,SOXX,0.0014164408893595861,SOXX
2011-02-28,SOXX,0.003878887028886618,SOXX
2011-03-31,SOXX,-0.004125671355190235,SOXX
2011-04-30,SOXX,-0.009037200357451525,SOXX
2011-05-31,SOXX,-0.007485525317579092,SOXX
2011-06-30,SOXX,-0.005785706879161602,SOXX
2011-07-31,SOXX,-0.008679405444906255,SOXX
2011-08-31,SOXX,-0.00847109908088734,SOXX
2011-09-30,SOXX,-0.010216522199571693,SOXX
2011-10-31,SOXX,-0.00724290203187369,SOXX
2011-11-30,SOXX,-0.0075398375595241325,SOXX
2011-12-31,SOXX,-0.008131848301396448,SOXX
2012-01-31,SOXX,-0.011624149031824418,SOXX
2012-02-29,SOXX,0.0021832854653835287,SOXX
2012-03-31,SOXX,-0.002100485172493076,SOXX
2012-04-30,SOXX,-0.0018773091320076314,SOXX
2012-05-31,SOXX,-0.004845669924328927,SOXX
2012-06-30,SOXX,-0.007803545722260408,SOXX
2012-07-31,SOXX,-0.005030777596545482,SOXX
2012-08-31,SOXX,-0.00711963523852443,SOXX
2012-09-30,SOXX,0.0036223546534172447,SOXX
2012-10-31,SOXX,0.0006847692902458913,SOXX
2012-11-30,SOXX,0.0021533175927838837,SOXX
2012-12-31,SOXX,-0.0005273723113036341,SOXX
2013-01-31,SOXX,0.0034725255714477387,SOXX
2013-02-28,SOXX,0.0026072736127287265,SOXX
2013-03-31,SOXX,0.0036694118380794587,SOXX
2013-04-30,SOXX,0.004677097648479764,SOXX
2013-05-31,SOXX,0.004922374878433546,SOXX
2013-06-30,SOXX,0.006685767900357161,SOXX
2013-07-31,SOXX,0.007526901210529223,SOXX
2013-08-31,SOXX,0.008138257816022367,SOXX
2013-09-30,SOXX,0.0017585231289972397,SOXX
2013-10-31,SOXX,-0.0018058312766056515,SOXX
2013-11-30,SOXX,-0.002136953264034093,SOXX
2013-12-31,SOXX,-0.002612653070140994,SOXX
2014-01-31,SOXX,-0.0019916070887591826,SOXX
2014-02-28,SOXX,-0.003794122776861956,SOXX
2014-03-31,SOXX,-0.0031132962309381703,SOXX
2014-04-30,SOXX,-0.00016436124555977696,SOXX
2014-05-31,SOXX,0.0012094641794204415,SOXX
2014-06-30,SOXX,0.0023429896964789216,SOXX
2014-07-31,SOXX,0.0027359898265867794,SOXX
2014-08-31,SOXX,0.0021270165632221285,SOXX
2014-09-30,SOXX,0.0021498208446354304,SOXX
2014-10-31,SOXX,0.004416639270503893,SOXX
2014-11-30,SOXX,0.005136917077447095,SOXX
2014-12-31,SOXX,0.0045193909353269494,SOXX
2002-02-28,XBI,-0.0021986810802902407,XBI
2002-03-31,XBI,0.0014925156683861102,XBI
2002-04-30,XBI,-0.0036703661889169598,XBI
2002-05-31,XBI,0.007986792228534795,XBI
2002-06-30,XBI,-0.0068561203680731625,XBI
2002-07-31,XBI,-0.017814343144499804,XBI
2002-08-31,XBI,0.00045160044136573554,XBI
2002-09-30,XBI,-0.0022789942745423154,XBI
2002-10-31,XBI,-0.001991476667425114,XBI
2002-11-30,XBI,-0.0031332103769168597,XBI
2002-12-31,XBI,-0.0062989784928567695,XBI
2003-01-31,XBI,-0.008962623218454185,XBI
2003-02-28,XBI,0.0058562187646455256,XBI
2003-03-31,XBI,0.006171467391861703,XBI
2003-04-30,XBI,0.010954051929612829,XBI
2003-05-31,XBI,0.014815259599385355,XBI
2003-06-30,XBI,0.018303134352349835,XBI
2003-07-31,XBI,0.018364825234470916,XBI
2003-08-31,XBI,0.01982152014627439,XBI
2003-09-30,XBI,0.01818807599410146,XBI
2003-10-31,XBI,0.01777508818981658,XBI
2003-11-30,XBI,0.017153653842132657,XBI
2003-12-31,XBI,0.015711499393279215,XBI
2004-01-31,XBI,0.019694092371349444,XBI
2004-02-29,XBI,0.02120233058170917,XBI
2004-03-31,XBI,0.026296545151941617,XBI
2004-04-30,XBI,0.02470505972178836,XBI
2004-05-31,XBI,0.025645230439512817,XBI
2004-06-30,XBI,0.02199452397730113,XBI
2004-07-31,XBI,0.021070198652895077,XBI
2004-08-31,XBI,0.017653123398648274,XBI
2004-09-30,XBI,0.01884946109555518,XBI
2004-10-31,XBI,0.01819625618277268,XBI
2004-11-30,XBI,0.013510864551712572,XBI
2004-12-31,XBI,0.019774067825929456,XBI
2005-01-31,XBI,0.020198401977475328,XBI
2005-02-28,XBI,0.014127907922666166,XBI
2005-03-31,XBI,0.01479680120650614,XBI
2005-04-30,XBI,0.020076698252750564,XBI
2005-05-31,XBI,0.027972570551639472,XBI
2005-06-30,XBI,0.025781725485530968,XBI
2005-07-31,XBI,0.025040344258703925,XBI
2005-08-31,XBI,0.023187385182366238,XBI
2005-09-30,XBI,0.024733177552238438,XBI
2005-10-31,XBI,0.024685577376423466,XBI
2005-11-30,XBI,0.023087284716285506,XBI
2005-12-31,XBI,0.022828901431571694,XBI
2006-01-31,XBI,0.018877146849488415,XBI
2008-03-31,XBI,-0.00716004917371571,XBI
2008-04-30,XBI,-0.0018871879959258108,XBI
2008-05-31,XBI,-0.0007709825847746904,XBI
2008-06-30,XBI,-0.00041712754702343,XBI
2008-07-31,XBI,-0.0005803245150602294,XBI
2008-08-31,XBI,0.022616760280428153,XBI
2008-09-30,XBI,0.022654020402976982,XBI
2008-10-31,XBI,0.023864294016959886,XBI
2008-11-30,XBI,0.02082765441359152,XBI
2008-12-31,XBI,0.0228007469795144,XBI
2009-01-31,XBI,0.037413468481664804,XBI
2009-02-28,XBI,0.03821970866800888,XBI
2009-03-31,XBI,0.04032871403902512,XBI
2009-04-30,XBI,0.03172617528146214,XBI
2009-05-31,XBI,0.018807963072835422,XBI
2009-06-30,XBI,0.017764835978631988,XBI
2009-07-31,XBI,0.022424174781473183,XBI
2009-08-31,XBI,0.027643151306935784,XBI
2009-09-30,XBI,0.013546846670741172,XBI
2009-10-31,XBI,0.012035779263207026,XBI
2009-11-30,XBI,0.009470715438532609,XBI
2009-12-31,XBI,0.01255602103477244,XBI
2010-01-31,XBI,0.014050244058064093,XBI
2010-02-28,XBI,0.014542670244557887,XBI
2010-03-31,XBI,0.015536491902477832,XBI
2010-04-30,XBI,0.01650741209628692,XBI
2010-05-31,XBI,0.013364121005925735,XBI
2010-06-30,XBI,0.008671891353522082,XBI
2010-07-31,XBI,0.00601754976301337,XBI
2010-08-31,XBI,-0.0017362307955738204,XBI
2010-09-30,XBI,-0.00013776546425208099,XBI
2010-10-31,XBI,-0.0028002150492282586,XBI
2010-11-30,XBI,-0.00887913239999362,XBI
2010-12-31,XBI,-0.010528373679483349,XBI
2011-01-31,XBI,-0.01641240724500068,XBI
2011-02-28,XBI,-0.017141185621223142,XBI
2011-03-31,XBI,-0.013553157864952578,XBI
2011-04-30,XBI,-0.009466417184985892,XBI
2011-05-31,XBI,-0.002042486508541431,XBI
2011-06-30,XBI,0.005252936886457548,XBI
2011-07-31,XBI,0.0033517000236825446,XBI
2011-08-31,XBI,0.004276638754018948,XBI
2011-09-30,XBI,0.005459565957813373,XBI
2011-10-31,XBI,0.009210542715084943,XBI
2011-11-30,XBI,0.0035444725540084362,XBI
2011-12-31,XBI,0.0024903311317174114,XBI
2012-01-31,XBI,0.0023682497575817606,XBI
2012-02-29,XBI,0.003214848972041392,XBI
2012-03-31,XBI,0.0012908025180351987,XBI
2012-04-30,XBI,0.0023818950024494623,XBI
2012-05-31,XBI,0.004956034191555718,XBI
2012-06-30,XBI,0.01190820957280208,XBI
2012-07-31,XBI,0.017422885922152895,XBI
2012-08-31,XBI,0.018131151132215962,XBI
2012-09-30,XBI,0.01358227608607748,XBI
2012-10-31,XBI,0.014759003390128431,XBI
2012-11-30,XBI,0.006765555586563913,XBI
2012-12-31,XBI,0.011084199786531275,XBI
2013-01-31,XBI,0.01262142300000004,XBI
2013-02-28,XBI,0.013570766603086317,XBI
2013-03-31,XBI,0.014345477642133946,XBI
2013-04-30,XBI,0.014942902496176347,XBI
2013-05-31,XBI,0.014093459389141683,XBI
2013-06-30,XBI,0.016336712326610103,XBI
2013-07-31,XBI,0.008601605535075257,XBI
2013-08-31,XBI,0.009217111107910651,XBI
2013-09-30,XBI,0.010062942682554659,XBI
2013-10-31,XBI,0.006762910912438479,XBI
2013-11-30,XBI,0.003020724420795786,XBI
2013-12-31,XBI,0.004644665264838499,XBI
2014-01-31,XBI,0.0021686084472258976,XBI
2014-02-28,XBI,0.007142996221208224,XBI
2014-03-31,XBI,0.008775057927492214,XBI
2014-04-30,XBI,0.011053020135888283,XBI
2014-05-31,XBI,0.011548574868849458,XBI
